CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
Mahindra XUV700,2018,1675.8,42,96.2,95,30.01,-0.61,1.95,31.6,P2463
Tata Harrier,2020,2675.3,85.2,69.1,89.2,43.69,4.25,-0.26,20.1,P0300
Kia Seltos,2020,2576.6,90,84,92.1,43.41,4.22,-0.11,16.5,P0300
Mahindra Scorpio-N,2016,2666.4,106.9,16.4,89.6,48.49,-1.49,-1.24,13.4,None
Maruti Suzuki Vitara Brezza,2022,2412.8,91.3,27.4,95.1,43.7,0.09,1.58,18.6,None
Maruti Suzuki Ertiga,2022,3354.9,120.1,38.2,89.5,13.34,0.17,0.59,22.8,P0101
Hyundai Tucson,2017,2664.6,108.7,49.8,93.2,48.09,23.25,20.06,29.9,P0171
Nissan Magnite,2018,1422.9,50.7,27.7,92.9,26.03,0.88,-0.17,21.2,None
Tata Punch,2016,3084.1,116.2,18.6,93.9,55.37,-0.33,1.78,15.8,None
Jeep Compass,2024,796.1,31,51.2,91.9,14.21,17.67,16.71,33.2,P0171
Tata Altroz,2022,1701.4,63.3,50,91.4,30.85,-0.72,1.01,31.5,None
Tata Tiago,2015,2206.4,80.6,51,95.9,39.4,-0.08,-1.96,28.9,None
Hyundai Creta,2019,2100,42,97,91.7,44.46,0.88,-1.76,25.4,P2463
Maruti Suzuki Dzire,2020,1208,39.3,28.1,88.7,4.79,-1.53,1.79,20.3,P0101
Mahindra Bolero,2019,2705.5,105.1,47.8,89.5,49.1,15.11,15.47,28.4,P0171
Maruti Suzuki WagonR,2020,2033.9,70.3,44.1,126.5,36.22,-1.99,0.12,26.6,P0117
Renault Kwid,2023,887.9,29.9,24.7,94.5,16.02,24.32,17.1,19.6,P0171
Kia Sonet,2024,2331.5,94.4,34.4,134.8,41.85,0.9,0.23,24.8,P0117
Audi Q5,2018,937.6,42,26.7,117.1,16.4,0.9,-0.14,19.5,P0117
Hyundai Verna,2024,1952.4,69.5,36.2,119,35.49,1.91,1.38,25.8,P0117
Nissan Magnite,2019,3191.3,130.4,81.1,88.6,61.66,0.02,0.36,13.7,P0300
Tata Safari,2016,1618.4,62.1,38.4,95.3,29.46,27.51,16.64,26.5,P0171
Tata Tigor,2022,3366,133.8,34,95.3,60.62,0.98,-1.57,21.6,None
Toyota Fortuner,2022,1677.3,58.4,31.7,92.6,30.06,-1.88,1.04,22.7,None
Mahindra Bolero,2024,2019.8,42,90.6,88.9,36.41,0.76,0.68,21,P2463
Audi Q5,2015,2798.8,110.8,46.1,94.1,11.23,1.04,-0.88,30.3,P0101
Skoda Slavia,2022,3179.2,123.1,30.7,90.4,57.49,25.73,20.37,21.3,P0171
Skoda Slavia,2022,1286.7,42,86.2,89.3,23.3,1.66,0.79,25.8,P2463
Maruti Suzuki Celerio,2020,1608,57.1,17.3,128.5,29.27,1.4,-0.09,17.4,P0117
MG Astor,2020,2115.7,84,27.7,138.5,38.03,0.91,0.17,19.3,P0117
Tata Tiago,2018,3359,132.7,45.9,134.9,60.73,0.99,-1.79,26.6,P0117
Hyundai Tucson,2019,1134.2,46.1,52.3,92.8,20.2,-1.56,-1.21,32.8,None
Maruti Suzuki Swift,2021,1776.4,63.2,50.6,91.3,7.06,-0.7,1.63,31,P0101
Honda Amaze,2018,1067.3,34.4,32.9,120.6,19.03,0.02,1.67,24.9,P0117
Kia Sonet,2015,2805.8,106.8,45.3,94.1,11.2,-0.88,-0.8,28.4,P0101
Toyota Innova Hycross,2019,1298.7,41.9,44.2,112.8,23.41,0.49,-0.05,27.8,P0117
Maruti Suzuki Alto,2019,1069.8,35.5,87,88.8,19.7,1.02,-1,15.3,P2463
Hyundai Verna,2019,1129.7,42.2,48,96,4.58,-0.68,-1.26,30.6,P0101
Maruti Suzuki Swift,2019,1339.9,43.4,24.3,119,24.52,-1.52,-1.42,20.3,P0117
Toyota Glanza,2019,2723.4,110,35.5,89.2,48.94,-1.2,-1.71,22.6,None
Tata Sierra,2018,2100,42,82.1,88.5,41.81,1.03,1.04,20.7,P2463
Skoda Slavia,2021,1297.9,47.5,18.7,117.9,23.45,0.67,-0.62,16.2,P0117
Maruti Suzuki Dzire,2018,2971.4,114.5,30.5,116.4,53.85,0.97,0.05,22.4,P0117
Tata Nexon,2019,2172.9,80.4,82.6,91.2,36.82,-5.6,1.72,19.8,P0300
Mahindra XUV700,2022,905,27.3,30.9,89.6,15.8,1.87,1.73,23.5,None
Toyota Urban Cruiser,2021,1926.5,78,24.4,90.2,7.62,-0.29,1.8,18.7,P0101
Hyundai i20,2016,3028.9,119.5,46.1,94.8,54.76,22.55,21.22,26.6,P0171
Maruti Suzuki Baleno,2019,2383.2,83.7,25.8,133.9,42.94,1.28,0.28,19,P0117
Mahindra Thar,2019,2710.7,97.4,42.9,91,48.97,0.94,-1.2,26.9,None
Tata Tigor,2019,805.1,35.5,35.6,94.4,14.58,18.36,19,22.1,P0171
Hyundai i20,2020,1297.3,55.4,63.4,91.7,22.8,5.2,0.76,27.4,P0300
Toyota Innova Hycross,2016,3366.4,135.1,43.1,90.7,60.58,21.51,21.82,27.2,P0171
Maruti Suzuki Swift,2016,568.8,24.9,63.5,91.1,14.75,-7.16,-0.86,30.4,P0300
Hyundai Creta,2017,2770.4,100.5,25.7,128,50.35,0.37,-1.55,17.3,P0117
Volkswagen Virtus,2020,3449,132.4,21,139.4,62.24,-1.15,1.27,18.5,P0117
Tata Sierra,2024,1631.9,66.2,41.8,88.8,6.46,0.21,-1.21,26.8,P0101
Hyundai Tucson,2016,1332.8,43.2,65.8,89.8,20.68,-6.72,0.27,27.6,P0300
Hyundai Alcazar,2022,3418,126.7,22.6,131.1,61.8,0.7,1.45,17.9,P0117
Toyota Innova Hycross,2021,1633.5,56,30.3,91.3,29.63,25.54,13.65,23.2,P0171
Toyota Glanza,2023,1935.8,80.7,40.1,95.5,35.28,0.1,1.73,27,None
Volkswagen Virtus,2021,2061.1,42,83.8,94.9,37.05,-1.63,-0.73,12.4,P2463
Tata Tigor,2015,1831.4,63.6,38.6,124.3,33.1,-0.59,0.43,25.9,P0117
Maruti Suzuki Alto,2023,3479.3,127.6,51.4,94.9,62.91,0.09,0.26,31.6,None
Ford Endeavour,2020,2976.4,119.4,31.2,93.5,12,-0.54,-1.29,23.3,P0101
Kia Sonet,2023,1955.4,42,96.4,89.4,34.73,-1.22,-1.05,22.5,P2463
Ford EcoSport,2019,3396.6,126.2,68.6,90.8,59.34,-6.36,-1.7,30.1,P0300
Renault Kwid,2021,2922.3,114.1,41.4,93,52.53,19.41,20.92,24.3,P0171
Nissan Magnite,2023,3667.8,133.7,60,93.8,63.27,-2.84,1.57,26.4,P0300
Skoda Slavia,2022,1909.2,71.3,15,89.5,34.02,16.56,13.76,15.1,P0171
Toyota Innova Hycross,2021,2889.3,107.3,79.3,88.6,53.29,-7.13,1.84,26.2,P0300
Renault Kiger,2021,855.8,27,20,95.8,15.59,0.3,-1.21,15.9,None
Mahindra XUV700,2020,3078.6,122.3,27.2,92.3,12.3,1.37,-0.01,20.1,P0101
Ford Endeavour,2016,2579.3,99,84.4,90.5,49.08,7.47,1.21,32.1,P0300
Maruti Suzuki Vitara Brezza,2016,3265.3,126.6,16.8,89.8,58.43,-0.47,1.65,17.3,None
Mahindra Marazzo,2023,1576.3,42,84.7,89.9,28.03,0.72,-1.8,16.5,P2463
Renault Kiger,2021,1650.3,42,84.2,93.1,29.44,1.39,-1.73,18,P2463
MG Astor,2020,1430.9,62.9,76.2,93,31.91,1.37,0.34,33.4,P0300
Mahindra Bolero,2022,2428.6,86.7,15.6,94,43.74,27.87,17.01,12.2,P0171
Honda City,2020,2760,111.7,24.5,125.2,49.24,0.71,-0.31,16.2,P0117
Renault Kwid,2020,2856.9,103.4,23,123.3,51.09,-0.2,-1.78,18.8,P0117
Tata Safari,2017,2760.5,102.9,83.3,93.9,46.83,-5.68,-1.8,29.5,P0300
Kia Sonet,2022,1380.5,53.6,70.5,93.6,23.54,-3.23,-0.7,17.1,P0300
Kia Seltos,2020,2560.4,90.4,20.5,92.4,46.15,26.74,20.63,16.4,P0171
Mercedes-Benz GLC,2023,2989.6,107.3,83.2,93.3,49.31,-4.14,1.73,26.9,P0300
Maruti Suzuki Swift,2019,1806.2,65.2,34.9,90.4,32.31,-0.77,1.45,22.5,None
Kia Carens,2018,3097.6,120.7,33.1,89.2,55.52,-0.82,0.11,24.3,None
Renault Kiger,2016,3269.8,117.1,48.4,95.6,13.13,-0.78,0.37,29.6,P0101
Mahindra Bolero,2023,3470.8,131.8,17.8,91.6,62.23,21.37,15.77,16.8,P0171
Ford EcoSport,2017,1619,42,83.8,89.2,28.9,0.68,0.37,19,P2463
Volkswagen Taigun,2019,2005.3,83.8,44.1,91.4,36.15,1.86,-1.39,27.2,None
Mahindra Bolero,2019,1732.5,64.7,64.6,93.3,27.37,1.56,-0.03,31.7,P0300
Toyota Fortuner,2015,2045.7,83.1,39.3,128.1,37.08,0.08,1.16,26.4,P0117
Mercedes-Benz GLC,2018,2100,42,81,95.2,58.45,-1.32,-1.87,28.1,P2463
Jeep Compass,2021,1862.7,63.3,16.6,94.9,7.37,1.96,-1.37,16.3,P0101
Hyundai Creta,2016,2791,99.7,45.1,88.4,50.13,26.32,14.93,28.8,P0171
Mahindra Thar,2023,2100,42,86.2,93.6,53.83,-1.7,-0.37,26.4,P2463
Mahindra Marazzo,2022,2473.4,86.9,36.5,88.1,9.84,-0.06,0.65,21.7,P0101
Renault Kiger,2018,2527.4,96.7,19.9,134.5,45.83,0.22,1.52,15.1,P0117
Ford Endeavour,2015,1144.1,48.1,48.2,95.7,20.27,0.55,0,29.3,None
Ford Endeavour,2021,1076.5,42.9,47.1,90.8,19.87,22.1,12.5,28.5,P0171
Mahindra Scorpio-N,2018,2685.4,109.8,38.3,90.7,48.59,23.57,13.54,22.4,P0171
Hyundai Alcazar,2019,2279.2,79.7,22.2,90.2,40.94,-1.09,1.16,16,None
Ford Endeavour,2022,1725.4,59.6,37.2,89.9,31.28,25.25,19.48,24.5,P0171
Tata Punch,2017,1484.1,55.2,23.1,95.3,6.01,1.98,0.52,20.2,P0101
Honda City,2024,1920.6,68.9,19.3,94.5,34.33,-1.03,-0.12,14.8,None
Mahindra Marazzo,2019,1641.1,61,31.7,93.4,29.96,21.46,14.06,19.6,P0171
Audi Q5,2018,869.3,38.4,23.1,93.2,15.82,17.36,16.55,19.6,P0171
Renault Kiger,2020,829.1,34.9,94.2,91.1,14.91,-0.51,-1.27,23.3,P2463
MG Hector,2015,1222.4,48.1,48.8,88.8,22.3,-1.68,-1.04,28.5,None
Mahindra XUV300,2019,809.4,29.3,34.1,137.3,14.28,0.15,1.13,22.7,P0117
Renault Kwid,2017,3122.9,118,22.4,139.3,56.62,-0.39,-1.93,18,P0117
Renault Kwid,2022,1629.3,65.7,33.5,95.9,6.6,-0.12,-0.42,21.1,P0101
Maruti Suzuki Ertiga,2022,1673,55.9,31.1,134,29.72,1.72,1.27,20.4,P0117
Toyota Innova Hycross,2023,1551.4,58.4,26.2,92.6,27.75,1.72,-1.36,17,None
Maruti Suzuki Swift,2021,3128.2,121.7,44,88.1,55.92,1.83,-0.41,27.1,None
Kia Carens,2024,1151.4,40.6,20,124.4,20.95,-1.79,-0.67,15.4,P0117
Toyota Glanza,2017,2094.7,94.7,73.9,89.9,41.63,4.33,0.8,21.2,P0300
Mahindra Thar,2023,2375.7,90.8,51.9,90.5,42.47,27.31,13.78,33.1,P0171
Maruti Suzuki WagonR,2018,1750.6,60.1,49.4,126.7,31.05,-1.31,1.56,30,P0117
Tata Tiago,2018,1008.1,34.5,49.6,95.5,17.79,1.97,1.01,29.7,None
Hyundai Verna,2018,3054,122,16.3,129.8,54.59,0.37,0.72,13.9,P0117
Renault Kiger,2015,2456.4,108.9,71.2,91.5,48.4,6.99,-1.26,16.6,P0300
Maruti Suzuki Vitara Brezza,2021,1911.7,42,83.6,94.1,34.21,1.07,0.1,24.2,P2463
Maruti Suzuki Dzire,2021,2441.4,81.5,75.3,92,38.14,-2.25,-1.38,32.3,P0300
Ford Endeavour,2021,1945.7,66.5,28.7,94,7.78,-0.83,-1.27,19.7,P0101
Maruti Suzuki Alto,2023,3436.6,125.3,69.3,89.6,60.8,2.23,0.59,14.2,P0300
Jeep Compass,2021,3027.4,121.7,37,92.2,54.74,0.17,-0.51,22.5,None
Honda City,2023,2499.5,95.6,66.2,95.4,43.1,-5.79,1.94,18.6,P0300
Mahindra XUV700,2022,3405.9,131.1,22.8,95.2,60.94,0.18,-0.75,19.3,None
Ford Endeavour,2022,2924.9,118.3,38.3,94.1,52.62,-0.06,0.66,25.9,None
Skoda Kushaq,2016,1666.9,57.2,25.7,94.4,30.2,1.17,1.18,19.9,None
Volkswagen Virtus,2015,1362.5,47.6,19.7,119.1,24.71,0.06,-1.15,15.7,P0117
Hyundai i20,2019,3263.5,124.2,20.4,132.6,59.07,-1.19,-1.49,16.1,P0117
Toyota Fortuner,2018,2926.9,105.9,42.9,88.1,52.24,0.13,-1.15,29.4,None
Jeep Compass,2021,516.3,41.6,69.9,92.9,16.21,-7.6,-0.42,25.9,P0300
Skoda Slavia,2017,1468.3,42,93.1,94.8,26.36,-1.09,-1.35,34.5,P2463
Maruti Suzuki Swift,2018,1615.9,61.6,17.8,93.3,28.71,1.31,0.35,17.4,None
BMW X5,2021,3048.5,123.7,40,89.2,54.88,26.83,13.38,26.8,P0171
Tata Safari,2023,1640,54.3,47.9,131.3,29.17,1.44,-0.03,28.3,P0117
Toyota Urban Cruiser,2020,2100,42,91.3,89.7,43.94,-0.9,-1.17,19.9,P2463
Mahindra Bolero,2022,894.3,34.3,82,89.7,15.81,1.43,1.46,25,P2463
Tata Tigor,2019,1942.4,71.8,16.3,94.1,34.56,23.19,18.69,15.5,P0171
Mahindra XUV700,2021,2659.5,98.9,35.7,95.2,48.31,1.53,1.87,25.4,None
Mahindra XUV300,2023,1050,32.6,19.3,130.9,18.84,0.08,0.29,17.2,P0117
Hyundai Venue,2020,1650.8,54.9,33.4,95.8,30.08,-1.37,0.17,24.8,None
Kia Seltos,2018,3417.8,124.1,30.3,95,61.57,19.85,14.45,19,P0171
Jeep Compass,2022,2452.5,92.7,48.1,88.3,44.22,1.66,1.88,30.8,None
Maruti Suzuki Dzire,2023,2695.6,100.9,50.7,89.8,48.93,24.51,12.12,30.6,P0171
Hyundai Creta,2020,3131.9,120.2,20.1,119.7,56.59,1.51,0.41,17.8,P0117
Tata Harrier,2023,2100,42,84.4,92.3,40.95,-0.54,0.38,20.2,P2463
Audi Q5,2020,1801.6,60.2,75.2,89.9,30.32,-3.57,1.94,17.4,P0300
Tata Safari,2019,1698.6,68.9,26.6,116,30.54,1.78,0.09,20,P0117
Mahindra XUV300,2018,2910.8,119.1,61.8,88.4,57.15,-6.51,-1.76,18.4,P0300
Tata Tigor,2020,1587.7,60.3,33.3,95.1,28.27,24.53,13.25,20.4,P0171
Tata Punch,2015,2282.2,85.8,51.6,95.1,9.15,-1.28,1.1,30,P0101
Ford Endeavour,2017,2590.5,104,28.1,93.8,46.81,-0.19,-1.42,20.6,None
Volkswagen Taigun,2024,2215.5,91.5,19.2,89.1,8.94,-1.37,0.17,17.5,P0101
Maruti Suzuki Vitara Brezza,2015,2597.3,99.8,38.7,92.7,46.29,-0.73,1.36,26.1,None
Honda City,2019,1480.1,73.9,69,94.3,34.12,1.52,0.39,29.4,P0300
Toyota Innova Hycross,2016,2947.8,112.1,50.7,92.9,11.76,-1.85,1.04,30.1,P0101
Mahindra Scorpio-N,2020,3397.1,131.9,52.1,90.1,60.91,18.98,12.36,29.8,P0171
Tata Tigor,2024,1812,63.8,23.3,90.9,7.25,-0.29,-0.19,18.4,P0101
Maruti Suzuki Dzire,2018,1309,50.4,29.5,92.2,23.18,15.11,21.92,20,P0171
Toyota Glanza,2024,1674.8,57.5,32.3,95.2,30.64,16.59,19.68,22.5,P0171
Hyundai Tucson,2022,3457,134.9,51.9,89.4,62.34,0.05,-1.41,33.5,None
Tata Safari,2017,2153.5,83.7,26.5,89.7,39.08,-1.83,0.37,21.1,None
Tata Sierra,2015,2670.9,103.8,32.4,93.6,48.12,-0.87,-1.21,24,None
Toyota Urban Cruiser,2021,2676.4,107.4,27.3,89.3,47.83,1.79,1.46,20,None
Ford EcoSport,2021,3343.5,120.8,38.2,126.8,60.39,1.1,0.83,24.5,P0117
Maruti Suzuki Alto,2021,2100,42,83.2,93.5,44.19,-1.31,-1.01,33,P2463
Skoda Kushaq,2023,1141.8,42.3,46,113.2,20.64,-1.78,-0.22,30.4,P0117
Ford EcoSport,2016,2439.7,96.9,22.2,95.5,9.69,-0.6,1.84,18.7,P0101
Volkswagen Virtus,2015,2100,42,94.8,93.6,60.72,-1.45,1.9,14.2,P2463
Honda Amaze,2022,2711.1,100.7,20.3,95.2,49,26.99,13.85,18.3,P0171
MG Astor,2024,1720.3,58.4,53.6,93.6,31.26,1.83,-1.94,33,None
Tata Nexon,2021,920.1,27.9,81,90.1,16.16,1.96,-1.88,29.9,P2463
Mahindra Marazzo,2018,2796.7,111.5,21.5,133.3,49.86,0.6,-0.06,19.7,P0117
Audi Q5,2016,1830,64.5,23.7,88.5,7.36,-0.67,1.81,18,P0101
Toyota Urban Cruiser,2022,878.8,36.9,89,91.4,15.99,-0.39,-0.85,17,P2463
Mahindra XUV700,2022,3346.5,124.4,36.6,129.1,59.93,1.27,0.87,23.2,P0117
Toyota Glanza,2019,2911.7,110.4,16.3,91.3,52.56,15.71,18.19,13.7,P0171
Jeep Compass,2016,915.7,28.8,33.8,89.6,16.79,19.16,15.55,22.8,P0171
Maruti Suzuki Ertiga,2019,2689.6,106.6,42.5,88.2,48.51,23.08,19.09,25.1,P0171
Hyundai Verna,2017,3302.7,119.2,43.9,91.6,59.94,-1.39,-1.75,25.8,None
Mahindra Marazzo,2022,3277.1,126.1,30.8,92.1,59.21,17.81,14.04,21.7,P0171
Honda City,2019,2331.9,90.7,25.9,126.3,42.08,-1.39,-1.86,17.9,P0117
Nissan Magnite,2020,3271.7,122.5,27.6,92.1,13.01,-1.67,-1.25,21.5,P0101
Mercedes-Benz GLC,2017,2199.4,87.6,54.6,134.7,39.94,-0.6,-0.07,33.6,P0117
Tata Safari,2020,1060.8,43.6,40.3,90.7,18.73,22.87,13.19,28.3,P0171
Maruti Suzuki Celerio,2019,2100,42,81.6,95.7,39.61,-1.54,-0.41,19.2,P2463
BMW X5,2017,3302.4,122.7,37.9,91.8,59.26,0.01,0.06,22.4,None
Hyundai Verna,2018,2936.7,113.3,54.1,88.6,53.36,-1.46,0.74,29.8,None
Mahindra XUV700,2021,2968.3,124.4,62.7,94.6,59.01,-1.29,0.51,17.9,P0300
Maruti Suzuki Baleno,2021,852.5,32.8,54.2,89,15.58,16.7,21.26,32.4,P0171
Maruti Suzuki Dzire,2016,1015.5,33.5,45.9,92,17.8,1.55,-0.23,30.2,None
Hyundai Venue,2018,2686.8,89.5,72.8,90.6,44.36,-6.11,0.93,15.3,P0300
Maruti Suzuki Vitara Brezza,2021,1563.1,65.5,25.2,90,27.7,-1.05,-0.61,19.9,None
Ford Endeavour,2020,3300.8,127,51.8,127.9,59.82,0.54,1.77,30,P0117
Hyundai i20,2023,2712.8,96.7,26.7,113.8,49.25,0.89,-0.57,21.7,P0117
Tata Sierra,2020,2100,42,92.8,93.8,62.43,1.25,0.63,20.4,P2463
Skoda Kushaq,2020,3138.3,118.3,30.6,95.1,56.36,20.41,20.94,22.7,P0171
Maruti Suzuki Ertiga,2022,1448.8,42,88.4,93.2,25.77,1.27,-0.7,26.4,P2463
Kia Carens,2019,2276.8,90,34.6,130.2,41.3,0.72,1.27,22.2,P0117
MG Astor,2021,2988.1,110.7,21.3,134.6,53.93,1.54,-0.73,19.1,P0117
Mahindra Bolero,2024,3459,122.6,81.5,94.6,57.22,-2.9,1.98,25.9,P0300
Mahindra Marazzo,2023,3418.7,132.5,33.7,89.2,13.72,1.89,-0.28,25.2,P0101
Audi Q5,2024,1593.4,53.4,48.5,119.3,29.18,1.46,-0.51,28.1,P0117
Hyundai Alcazar,2024,1371.1,42,91.2,89,24.85,-1.56,1.37,19.7,P2463
Maruti Suzuki Ertiga,2017,3108.9,111.5,61.9,93.5,50.21,-5.11,0.07,17,P0300
MG Astor,2020,1894.5,42,82.9,90.8,33.81,1.68,1.51,26.1,P2463
Honda Amaze,2020,1860.1,68.6,31.8,92.7,7.49,-0.94,-0.33,22,P0101
Toyota Urban Cruiser,2016,947.1,53.7,79.5,92.5,24.26,7.65,-0.02,27.6,P0300
Toyota Urban Cruiser,2016,1486.8,63.2,19.3,121.4,26.34,0.18,-1.81,17.2,P0117
Volkswagen Virtus,2020,2815.6,85.4,76.1,95.7,43.54,-6.36,1.68,28,P0300
Tata Safari,2015,1209.4,43.5,25.2,91.7,21.67,0.37,0.31,18.6,None
Toyota Urban Cruiser,2016,3071.1,117.3,35.1,92.6,54.95,-1.03,-1.1,21.3,None
Maruti Suzuki Dzire,2015,1686.1,61,29.5,88.7,30.31,22.23,14.87,21.4,P0171
Volkswagen Taigun,2021,3241.1,115.2,50.5,92.9,58.71,16.04,21.3,29.6,P0171
Hyundai Creta,2020,1896.3,59.3,67.1,95.5,31.37,-6.56,-1.7,23.1,P0300
Honda City,2019,1947,67.7,29.6,89.6,35.01,0.43,-1.96,19.5,None
Kia Sonet,2021,1818.2,74.3,34.9,89.6,32.52,22.39,13.87,21.2,P0171
Tata Safari,2021,2877.8,107.1,49.6,94.5,11.48,-1.35,-0.76,29.9,P0101
Mahindra Marazzo,2016,1285.7,48.6,67.6,93.3,25.77,-2.57,0.06,33,P0300
Hyundai Alcazar,2019,1214,38.4,22.2,88.8,21.64,20.03,19.57,15.6,P0171
Maruti Suzuki Celerio,2018,2268.4,92.7,40.5,89.1,9.08,1.97,0.72,25.1,P0101
Kia Carens,2015,767,30.4,47.8,88.8,14.1,-1.51,0.46,27.8,None
Renault Kiger,2015,2948.5,112.9,36.4,94.3,53.22,-1.37,-0.89,26,None
Kia Carens,2016,1149.6,41.6,89.2,93.2,20.88,-1.81,-0.36,30.6,P2463
Mahindra XUV300,2015,2100,42,82.2,93.5,38.93,0,-0.36,18.7,P2463
Skoda Slavia,2023,1581.4,59.4,36.8,89.3,28.74,25.51,13.43,26.4,P0171
Mahindra Thar,2020,3591.4,136.4,72.1,92.3,61.28,1.88,1.64,18.9,P0300
MG Astor,2023,1798.7,60.6,21.6,130,32.77,-1.02,0.82,15.1,P0117
MG Hector,2018,1581.7,42,87.8,93.2,28.66,1.79,1.51,28.8,P2463
Skoda Kushaq,2021,748.1,38.2,81.2,94.9,15.18,3.54,1.01,28,P0300
Maruti Suzuki Dzire,2018,2100,42,88.3,92.4,39.91,0.83,1.08,24.7,P2463
Hyundai i20,2017,2100,42,84.7,93.5,49.49,-0.16,-0.49,25.7,P2463
Maruti Suzuki Alto,2017,2322.8,84,46.9,91,42.03,1.65,-0.46,26.3,None
MG Astor,2018,1526.7,65,45.9,94.3,27.31,1.13,-0.6,26.1,None
Hyundai i20,2023,3308,125.9,37.1,93.4,13.16,0.73,0.44,21.9,P0101
Maruti Suzuki Vitara Brezza,2020,2100,42,93,94.1,54.52,-1.5,-1.45,14.1,P2463
Ford Endeavour,2024,887.6,30.2,37.9,92.1,3.64,0.76,-0.83,24,P0101
Mahindra Thar,2020,1513.8,58.9,47.7,95.4,6.13,-0.67,0.02,27.1,P0101
Mercedes-Benz GLC,2021,3339.5,119.3,34.7,117,60.35,1.11,1.66,23,P0117
Renault Kwid,2020,2888.1,104.7,45.3,131.4,52.18,0.72,1.55,30.3,P0117
Tata Punch,2024,2100,42,86.5,93.9,37.97,-0.95,0.35,32.1,P2463
Tata Punch,2016,798,25.4,53.9,89.3,3.19,0.37,0.58,30.7,P0101
Mahindra Marazzo,2016,2369.4,96.5,38.5,89.8,9.52,1.98,0.96,27.3,P0101
MG Astor,2018,752.5,28.5,34.2,129.8,13.16,-1.3,-0.88,21.1,P0117
Toyota Innova Hycross,2023,2257.5,83.4,31.6,89,40.54,17.07,18.69,23.5,P0171
Renault Kwid,2018,1217.2,48,42.7,134.2,22.34,1.94,-0.7,28.6,P0117
Mahindra Thar,2017,2255.4,82,35.3,92.2,40.62,23.15,15.59,23.8,P0171
Volkswagen Taigun,2024,2100,42,88.9,89.9,51.23,0,1.18,32,P2463
Maruti Suzuki Vitara Brezza,2023,751.7,24.8,34.3,89.6,13.26,0.89,-1.12,24.1,None
Volkswagen Virtus,2016,3199.1,122.8,61,90.3,60.5,6.9,-1.46,26.2,P0300
Jeep Compass,2015,2100,42,80.6,89.3,52.22,-0.62,0.99,32,P2463
Maruti Suzuki Dzire,2017,2134.3,86.5,19.3,91.1,38.71,25.2,21.07,17.9,P0171
Maruti Suzuki Vitara Brezza,2020,1044.7,40.9,33.1,93.6,18.7,-0.78,1.35,24.2,None
Maruti Suzuki Ertiga,2023,1432.4,55.9,18.3,135.4,25.39,-1.15,-1.78,15.1,P0117
Tata Altroz,2020,1823,68.1,36.1,88.1,32.99,1.27,-0.09,24.7,None
Maruti Suzuki Baleno,2024,3459,138,25.4,134.2,62.15,0.89,1.3,19.2,P0117
Skoda Kushaq,2023,2100,42,85.8,88.2,59.4,1.63,-1.07,26.1,P2463
Renault Kiger,2024,2739.5,96.8,73.5,91.5,46.54,-3.2,-1.53,30.3,P0300
Volkswagen Taigun,2021,890.1,38.6,28.9,133.1,15.91,0,1.82,20.4,P0117
Skoda Kushaq,2022,1449.1,61.6,33.5,130.8,25.97,0.67,1.15,24.3,P0117
Toyota Glanza,2023,1756.5,68.4,36.6,89.6,31.37,16.36,19.27,23.4,P0171
Nissan Magnite,2015,3210,123.6,31.2,118.7,57.83,-1.57,0.94,19.9,P0117
Mahindra Thar,2019,1846.9,65.7,24.8,90.5,33.2,18.41,16.41,19.1,P0171
Hyundai Venue,2022,2827.4,108,19.3,114.8,50.84,-0.32,1.33,15.6,P0117
Toyota Urban Cruiser,2019,1868.5,72.9,34.9,88.4,34.08,26.01,18.77,23.2,P0171
Renault Kiger,2021,3348,129.1,24.9,91.9,60.3,0.93,-1.95,18.1,None
Ford Endeavour,2021,3085.3,129.5,71.8,91.1,61.57,-1.86,-1.43,24.6,P0300
Toyota Innova Hycross,2015,1931.6,75.2,31.2,88.8,34.52,27.59,20.66,22.5,P0171
Maruti Suzuki Ertiga,2016,1906.2,79.2,42.4,119,34.06,0.12,-0.07,28.6,P0117
Toyota Urban Cruiser,2015,2100,42,87.7,94.4,41.46,0.65,1.03,26.9,P2463
Tata Punch,2020,997.9,40.4,81.7,91.7,18.09,1.44,0.76,27,P2463
Tata Punch,2017,1738.5,53.6,72.4,89,26.38,-5.31,1.64,18.7,P0300
Maruti Suzuki Alto,2017,1889.4,77.9,32.8,118.4,34.21,1.5,0.88,21.9,P0117
Kia Sonet,2021,2100,42,92.5,92.8,46.03,-0.91,-0.91,23.2,P2463
Maruti Suzuki WagonR,2018,1328,47.6,80.7,90.7,21.6,7.63,0.03,32.8,P0300
Mahindra Thar,2015,2100,42,82.7,90.3,60.62,1.43,0.99,16.4,P2463
Ford EcoSport,2024,1920.8,42,84.6,93.9,34.32,-0.37,-0.35,26,P2463
Toyota Fortuner,2022,1703.9,66.5,61,93.1,34.65,-5.03,-1.25,16,P0300
Toyota Urban Cruiser,2018,1409.2,59,62,91.5,29.72,4.33,1.94,31.7,P0300
Hyundai Verna,2017,2793.6,109.9,37.2,88.3,50.57,0.73,-0.15,24.5,None
