ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TARGET_DTC
1412.0,53.7,19.1,93.7,25.75,-1.01,0.52,11.6,None
2625.8,95.7,54.0,93.6,47.38,-1.76,0.74,27.7,None
903.6,27.4,93.3,90.4,16.75,-0.47,0.0,28.9,P2463
2399.0,81.3,20.6,92.6,42.73,-1.13,-0.04,17.3,None
1125.4,41.3,30.3,95.7,20.74,-0.57,-0.39,17.6,None
2919.4,106.6,40.0,94.1,52.31,0.91,0.61,23.1,None
2668.8,97.4,32.5,93.7,48.03,0.58,-0.72,20.1,None
1956.8,71.2,29.2,90.2,35.19,-1.64,-0.48,17.4,None
2497.3,90.7,19.9,92.5,44.72,1.8,0.98,14.4,None
1665.9,62.0,39.2,89.2,30.33,-1.79,-0.27,22.2,None
2362.9,87.1,40.1,92.2,9.42,0.37,-0.12,26.2,P0101
1739.9,45.0,81.0,95.0,31.45,0.68,0.16,24.4,P2463
1359.8,50.1,34.2,93.7,24.73,0.95,0.34,17.8,None
1158.1,41.8,35.3,92.3,20.35,0.28,-0.68,20.9,None
732.5,23.9,64.6,89.8,14.8,1.0,-0.1,19.3,P0300
811.8,26.3,40.6,88.4,14.55,-0.78,0.36,24.8,None
2393.7,86.1,21.8,90.5,43.4,-1.06,0.22,15.0,None
2135.7,75.2,18.0,95.3,37.98,-0.16,0.79,14.1,None
2100.0,45.0,91.8,91.8,45.89,1.24,0.54,26.4,P2463
3010.0,106.5,50.5,93.4,54.09,0.23,0.75,30.1,None
1420.0,54.1,24.9,88.2,25.82,1.57,-0.61,18.8,None
1253.3,40.4,40.4,89.0,22.18,-0.53,-0.08,23.4,None
2100.0,45.0,75.5,93.9,51.11,-1.55,0.63,23.3,P2463
2185.1,76.8,29.4,92.8,38.93,0.15,0.45,20.8,None
1363.2,51.0,32.2,89.6,24.47,1.47,0.6,18.4,None
2790.1,92.7,42.2,125.7,50.06,-0.7,-0.77,25.1,P0117
3008.0,104.2,37.2,89.7,54.49,-0.09,0.42,21.5,None
1119.0,40.9,45.3,92.2,19.92,1.79,-0.76,23.2,None
1039.4,37.3,27.6,92.6,18.37,0.2,-0.41,17.8,None
1522.6,52.4,36.5,88.9,27.29,20.24,18.51,21.2,P0171
1509.8,55.6,50.7,89.0,27.32,-1.79,-0.16,26.6,None
2769.2,92.7,42.2,94.8,49.42,23.24,15.09,22.5,P0171
930.6,37.5,49.3,95.9,16.39,0.89,-0.57,30.3,None
1449.1,46.1,51.8,93.2,25.61,-0.42,-0.87,28.3,None
2263.9,82.8,29.7,89.1,41.05,0.65,-0.05,17.1,None
3068.7,103.7,43.0,88.6,54.81,1.14,-0.09,24.1,None
1935.2,62.7,37.5,92.2,35.33,21.87,14.71,23.2,P0171
3126.2,107.1,21.1,90.4,12.42,0.88,-0.34,17.5,P0101
2576.9,87.1,37.3,88.8,46.64,0.48,0.66,22.5,None
2275.1,81.4,31.7,95.3,41.34,1.22,-0.88,20.5,None
2765.1,94.8,40.1,90.5,49.47,0.05,-0.95,22.9,None
3139.4,109.5,36.1,95.6,56.51,21.14,16.28,20.7,P0171
1857.2,62.8,36.3,89.1,33.07,1.76,-0.97,21.1,None
1704.6,55.3,25.0,91.0,30.55,22.87,12.62,18.1,P0171
2251.3,77.9,63.4,93.1,41.77,-0.97,0.17,18.4,P0300
1236.0,40.7,51.4,89.4,21.89,0.3,0.12,28.5,None
1811.1,60.7,36.1,91.0,32.17,-0.44,-0.39,19.0,None
2359.2,81.4,36.4,91.4,42.95,-0.39,0.16,19.4,None
1472.3,56.1,37.1,91.9,26.68,0.27,0.07,21.4,None
2021.4,73.1,19.5,88.1,36.04,1.93,-0.12,14.7,None
1618.0,45.0,87.0,89.9,29.58,-1.25,0.73,31.5,P2463
2537.8,90.6,20.2,90.4,46.14,-0.6,0.06,14.4,None
2276.0,76.7,32.3,92.2,40.9,0.05,-0.94,20.3,None
2842.8,99.2,34.8,90.0,51.26,-1.69,-0.19,21.9,None
2368.9,84.4,19.9,95.0,42.73,-1.19,0.48,14.4,None
2012.5,65.7,53.0,90.7,35.86,21.91,19.39,27.1,P0171
1696.9,55.1,26.0,88.4,30.27,-1.62,-0.31,16.8,None
906.7,27.1,39.3,90.6,16.46,0.88,-0.8,21.1,None
3170.5,114.5,35.1,93.3,57.47,16.7,19.38,19.1,P0171
919.7,32.2,15.3,95.6,16.39,1.63,0.77,9.7,None
1052.5,35.6,49.2,93.6,19.33,1.74,0.53,28.2,None
918.4,30.2,15.4,95.2,16.14,-0.04,-0.02,13.3,None
1599.8,55.5,15.1,93.9,29.01,0.63,-0.92,9.5,None
3147.6,115.0,24.2,94.3,57.02,1.68,-0.62,13.8,None
1640.8,61.8,48.9,93.0,29.56,-0.89,0.81,25.3,None
1052.3,32.6,46.9,91.9,18.79,-0.91,0.64,27.1,None
3194.1,114.6,26.6,90.2,57.3,-1.08,-0.06,14.5,None
1796.1,45.0,84.3,95.9,32.24,1.27,-0.86,16.7,P2463
1466.7,54.3,24.9,92.3,25.95,-1.32,0.93,16.0,None
2319.9,83.2,21.0,92.0,41.46,0.73,0.8,13.8,None
2928.8,102.4,34.2,93.7,52.35,-1.55,-0.62,17.7,None
784.9,26.9,29.8,91.5,14.04,1.19,0.08,16.6,None
2457.3,85.8,48.5,93.4,43.9,-0.88,0.57,28.1,None
2146.3,73.9,38.7,89.9,8.53,-1.6,0.26,21.3,P0101
2100.0,45.0,86.2,89.7,40.42,-1.22,-1.0,15.2,P2463
3115.4,112.2,36.7,92.5,56.14,1.37,-0.7,20.3,None
2116.2,69.8,38.2,92.9,38.45,-1.62,-0.68,21.7,None
2957.6,107.1,52.4,90.1,11.88,0.5,-0.55,29.6,P0101
1508.6,54.3,52.7,89.4,27.08,1.31,0.04,29.9,None
2294.0,84.0,31.9,92.6,9.13,1.05,-0.88,16.8,P0101
1986.4,69.5,15.7,88.3,35.74,15.33,13.08,13.6,P0171
2332.6,81.2,43.5,126.9,41.64,-0.43,-0.63,22.0,P0117
2824.8,99.6,31.1,89.2,51.04,0.61,0.3,16.8,None
2200.6,74.6,49.5,93.6,39.56,15.58,14.59,26.0,P0171
1930.2,55.4,77.4,92.5,31.51,0.74,0.53,29.1,P0300
780.3,27.4,26.6,92.3,14.21,0.67,-0.99,19.1,None
1096.7,33.4,39.3,92.0,4.45,1.86,0.5,22.3,P0101
2322.2,81.9,24.4,95.6,42.21,-1.39,-0.71,18.3,None
2682.4,95.8,34.4,91.9,47.95,0.93,-0.29,22.8,None
2394.9,84.9,54.6,92.2,43.3,-0.46,0.91,32.6,None
1109.8,40.3,36.5,89.7,19.79,-1.68,0.19,20.8,None
2747.9,91.7,44.2,89.5,49.59,-0.04,0.53,27.2,None
2244.0,76.0,54.4,89.1,40.3,-1.75,0.1,26.8,None
2493.3,72.3,63.9,94.6,39.77,-0.81,0.69,23.4,P0300
2078.3,69.1,42.3,95.8,37.1,-0.73,-0.84,25.3,None
920.4,33.0,18.1,89.9,16.23,0.04,0.55,10.5,None
1302.2,45.4,28.7,90.0,23.48,0.24,-0.08,17.4,None
1138.7,42.4,34.5,90.5,20.28,-0.96,0.92,22.3,None
1086.1,41.8,36.0,92.9,19.47,0.43,0.3,20.7,None
2561.7,85.0,15.4,95.6,45.87,1.86,0.17,11.0,None
2504.7,88.5,19.9,122.9,45.04,-0.91,-0.25,16.5,P0117
866.5,34.1,84.1,91.9,20.0,1.56,-0.97,21.1,P0300
1206.2,46.8,16.9,94.5,22.0,0.83,0.82,14.3,None
1162.1,38.3,42.6,88.4,20.96,-1.4,-0.48,24.7,None
1030.8,36.4,23.0,92.7,18.38,15.9,18.13,16.4,P0171
2144.2,71.2,45.5,90.8,38.9,1.4,-0.74,22.8,None
1625.8,61.8,39.9,91.2,6.32,1.25,0.03,24.4,P0101
3100.8,104.0,19.5,94.0,55.7,-1.96,-0.21,15.6,None
2969.9,104.0,44.2,91.6,53.68,1.21,0.63,27.5,None
1158.2,38.0,17.9,93.9,4.82,1.5,0.85,11.4,P0101
1106.5,39.9,87.5,91.3,20.18,0.29,-0.43,12.9,P2463
927.6,28.4,17.2,88.8,16.97,-0.75,-0.29,14.2,None
1677.2,61.8,22.9,94.0,30.24,-1.52,0.55,14.3,None
1153.2,39.0,40.8,90.9,20.27,-1.51,-0.15,22.2,None
2854.2,104.2,38.5,94.3,51.0,1.15,-0.43,25.3,None
2500.4,94.2,78.0,94.9,45.6,0.91,0.28,24.7,P0300
2284.2,82.7,46.0,94.3,41.51,1.11,-0.43,26.2,None
1658.1,60.8,42.7,94.8,30.32,-0.53,0.9,24.7,None
2100.0,45.0,87.8,94.7,55.65,0.41,-0.23,16.0,P2463
1724.5,57.7,16.6,90.1,31.17,1.57,-0.9,10.2,None
1736.8,64.3,26.7,88.6,31.65,0.7,-0.86,18.9,None
2521.2,85.2,37.7,91.4,45.2,1.62,-0.61,24.6,None
1122.2,41.5,53.0,95.1,20.65,-0.54,0.05,28.8,None
1226.6,47.3,35.4,94.4,21.77,0.03,0.02,22.0,None
1700.1,63.4,46.4,92.6,30.5,-0.33,0.78,23.4,None
1639.6,60.5,28.2,89.3,29.27,1.06,-0.91,19.4,None
3081.0,110.4,25.9,92.4,55.87,0.11,0.12,15.9,None
2403.7,79.3,46.4,90.1,43.25,-0.86,-0.32,25.3,None
1033.0,37.9,43.1,95.1,18.77,-1.83,-0.08,26.8,None
2374.3,81.0,17.2,88.9,42.99,24.54,19.6,12.6,P0171
2906.9,103.8,39.1,95.0,51.91,1.03,0.64,22.6,None
2996.2,103.5,16.8,90.4,54.29,1.73,0.18,11.3,None
1597.8,60.0,46.3,89.8,28.28,-1.68,-0.3,23.4,None
1420.4,57.0,83.4,94.9,28.41,-0.95,-0.45,22.1,P0300
2293.7,75.6,25.8,93.2,41.66,1.94,-0.94,18.9,None
2084.2,76.5,44.3,92.9,8.48,-1.74,-0.62,24.2,P0101
2390.4,86.0,28.9,92.9,43.35,1.9,-0.07,19.1,None
3098.8,105.0,28.2,92.2,56.27,-0.97,-0.43,17.3,None
2883.3,101.1,54.1,90.3,51.65,1.5,0.48,27.0,None
3004.7,100.7,40.1,94.6,54.04,0.41,0.54,21.5,None
2293.6,85.2,27.0,94.6,41.42,0.84,0.29,16.0,None
1939.1,63.6,24.1,94.9,7.9,0.86,-0.23,14.3,P0101
2705.7,92.6,49.3,92.0,48.83,-1.71,0.42,30.1,None
2088.7,73.0,23.2,89.5,37.44,-1.45,0.55,12.9,None
1053.0,34.6,50.3,90.2,19.33,-0.0,-0.61,27.4,None
2816.7,102.3,20.2,89.6,50.9,-0.27,0.14,14.2,None
1591.2,48.5,69.0,92.3,25.4,-0.36,-0.34,20.6,P0300
3159.1,109.5,43.1,88.6,56.78,0.31,-0.78,26.1,None
2019.7,71.6,34.2,91.2,36.12,-1.24,0.57,19.0,None
2833.4,102.9,27.5,91.7,50.63,-1.53,0.65,19.6,None
1369.3,44.2,32.9,91.5,24.28,-1.0,-0.77,22.4,None
1238.4,44.1,43.2,91.8,21.95,-0.22,0.56,22.9,None
3077.2,108.1,35.4,94.3,55.69,-0.7,0.05,20.0,None
783.3,23.1,42.9,89.1,14.05,16.22,18.88,24.2,P0171
1307.6,45.0,94.9,88.1,23.93,-0.5,0.49,16.5,P2463
1438.0,54.0,87.5,91.7,27.9,-0.53,-0.88,28.9,P0300
1024.2,32.3,45.2,91.0,18.31,-0.11,0.93,27.8,None
2224.0,72.9,44.1,94.1,40.37,0.44,0.79,27.1,None
1359.3,32.6,70.3,95.2,19.23,-1.48,-0.48,15.5,P0300
2188.6,72.8,28.6,116.8,39.64,1.47,-0.46,19.1,P0117
2900.7,102.5,19.7,91.2,51.96,1.61,0.05,14.8,None
2677.2,93.5,80.0,92.7,45.55,-1.63,-0.81,28.0,P0300
2100.0,45.0,90.7,91.9,45.73,-1.98,0.59,27.8,P2463
809.6,31.1,35.0,90.5,14.94,-0.16,-0.52,18.7,None
2058.9,69.4,21.9,92.9,37.07,0.03,-0.37,17.3,None
2100.0,45.0,91.8,93.0,40.73,1.38,0.1,22.0,P2463
838.0,33.2,26.5,94.9,14.87,-1.43,-0.83,19.0,None
3055.5,104.4,29.1,94.6,12.4,0.27,0.58,19.2,P0101
1674.1,54.7,38.2,93.3,29.77,0.09,0.61,22.3,None
2368.0,83.8,47.6,92.3,42.67,-1.03,-0.98,27.8,None
1944.7,72.6,43.2,89.0,35.43,20.77,12.43,23.8,P0171
1770.5,58.6,15.2,91.0,31.64,-0.71,0.55,11.1,None
2276.4,80.2,39.7,92.1,41.04,1.22,0.41,20.1,None
2710.8,91.5,40.0,95.4,49.11,-1.75,-0.95,23.7,None
2796.7,92.9,29.5,92.6,50.76,0.84,0.14,20.2,None
2100.0,45.0,80.4,91.1,39.16,-1.03,0.31,27.8,P2463
2100.0,45.0,94.2,92.5,48.31,-1.31,0.98,20.0,P2463
2791.5,101.8,37.5,92.9,50.46,1.64,-0.92,22.1,None
1864.3,60.4,20.9,89.0,33.09,1.55,0.02,11.6,None
2679.4,92.4,37.3,93.0,48.71,1.15,0.6,22.2,None
753.1,27.7,53.8,89.7,13.74,-1.39,0.33,29.1,None
3098.8,107.5,52.3,115.3,55.46,1.26,-0.71,30.7,P0117
1720.1,56.1,53.1,92.5,30.53,-0.84,-0.03,29.2,None
2096.0,76.1,29.3,94.3,37.3,0.43,-0.41,20.2,None
2628.6,94.0,52.4,88.5,47.01,-0.42,-0.76,26.7,None
1951.0,45.0,81.0,95.2,35.48,1.96,-0.61,13.1,P2463
2039.9,64.8,82.6,94.9,32.81,0.41,-0.36,25.1,P0300
876.2,26.1,32.8,94.8,15.44,-0.81,-0.84,17.5,None
2834.7,96.5,32.3,95.4,51.18,-0.81,-0.66,21.0,None
2831.0,98.2,39.4,88.1,51.28,-0.85,-0.77,23.5,None
1484.3,50.7,47.5,92.3,27.17,-1.07,0.22,25.6,None
2879.7,99.3,23.1,89.7,52.0,-0.1,0.84,16.2,None
1300.4,44.7,16.3,90.8,5.17,-1.41,-0.22,12.6,P0101
1892.7,64.7,44.3,88.6,33.97,-0.89,0.69,27.8,None
1736.2,60.9,29.8,88.8,31.34,1.18,-0.2,20.8,None
2851.0,95.7,41.8,90.2,51.57,-1.45,0.61,21.4,None
1279.9,44.8,42.0,95.4,22.76,-0.8,0.76,24.0,None
2781.6,94.9,21.0,117.8,50.19,-1.67,-0.16,14.2,P0117
2690.1,89.5,94.5,89.8,46.6,-0.01,-0.19,29.9,P0300
2030.7,71.9,51.0,94.7,36.33,-0.83,-0.56,26.5,None
3017.4,110.1,28.1,92.5,53.9,-1.81,0.82,15.7,None
1512.1,45.0,79.4,94.4,27.4,-1.08,-0.07,14.3,P2463
1987.3,72.3,25.5,89.8,36.01,-1.72,-0.7,15.8,None
3130.8,110.9,43.5,90.4,56.81,0.08,-0.77,26.0,None
3082.1,105.7,17.5,95.1,55.45,1.5,0.14,14.7,None
2035.8,75.6,24.7,90.8,36.86,16.22,17.86,18.9,P0171
1635.2,45.0,84.6,91.4,29.56,-1.67,-0.51,31.2,P2463
3076.5,103.9,41.0,93.2,55.65,0.98,0.23,22.0,None
2868.2,97.3,39.4,89.2,51.27,1.43,-0.96,21.0,None
1575.7,44.1,71.9,89.8,24.23,0.42,-0.79,22.2,P0300
1262.1,39.2,22.0,92.9,23.0,-0.25,0.36,17.9,None
2420.7,89.2,18.7,92.2,43.48,19.86,17.83,12.2,P0171
2265.6,75.0,40.0,91.6,40.42,0.12,0.11,26.0,None
2105.5,78.3,38.4,89.8,37.59,-0.43,0.3,21.8,None
1545.3,58.9,20.6,91.5,27.64,1.82,-0.69,12.8,None
1806.3,58.6,16.8,88.3,32.73,-1.14,0.82,15.1,None
3121.6,113.9,31.3,89.5,56.45,-1.57,0.31,17.6,None
2154.0,71.6,44.9,93.1,38.85,24.25,19.08,27.8,P0171
2684.9,96.4,21.3,88.3,47.9,1.27,-0.9,12.8,None
3194.6,113.0,40.7,89.2,57.33,21.54,12.35,20.5,P0171
1689.7,59.3,21.8,94.1,30.78,21.22,16.65,17.9,P0171
2388.7,79.4,53.3,92.4,42.76,-1.02,0.78,26.7,None
3037.0,109.3,16.4,91.4,54.95,1.76,-0.69,14.1,None
1136.2,34.8,31.5,90.9,20.18,-1.92,0.5,17.7,None
1927.9,66.1,27.6,96.0,7.54,0.32,-0.83,16.1,P0101
1871.1,62.0,20.2,94.1,33.36,-0.29,0.64,16.9,None
1836.3,64.6,19.5,90.7,33.43,0.06,0.28,11.8,None
1992.2,67.9,53.7,95.6,36.29,-0.61,0.88,30.3,None
822.5,33.1,78.9,94.2,14.31,0.11,-0.38,23.8,P2463
1063.8,39.0,54.1,94.8,18.68,-0.92,0.73,29.2,None
1683.7,55.1,41.7,90.9,29.88,-0.91,0.53,26.1,None
2307.0,84.4,27.2,92.8,41.39,-1.83,-0.52,16.9,None
2260.0,83.6,32.8,90.9,41.05,-1.8,-0.8,19.2,None
2202.5,77.0,47.6,88.7,40.14,0.75,-0.52,26.5,None
2100.0,45.0,82.3,91.5,53.51,0.24,-0.6,21.2,P2463
1236.5,42.4,51.3,93.7,22.14,1.94,-0.36,29.1,None
1864.7,66.9,17.6,91.3,34.06,-1.66,0.07,14.1,None
1298.8,41.4,89.4,95.1,23.55,1.16,-0.96,22.7,P2463
1230.9,43.2,32.1,94.2,22.05,1.58,-0.47,19.9,None
2487.4,82.4,30.1,94.5,44.99,1.47,-0.42,21.6,None
904.7,28.9,44.8,95.6,3.51,0.4,-0.97,27.9,P0101
2930.5,101.4,50.9,92.2,52.37,0.97,-0.33,27.6,None
3140.4,113.2,27.8,123.5,56.62,-1.35,-0.99,19.2,P0117
1671.1,54.3,32.8,94.2,29.75,1.83,0.28,18.2,None
1967.7,65.6,46.9,88.5,7.82,-0.56,-0.4,28.5,P0101
1648.2,45.0,77.9,88.8,29.93,-0.04,-0.6,28.7,P2463
1192.4,45.7,36.4,88.5,21.54,1.69,-0.24,23.7,None
1517.5,56.2,15.3,91.8,27.41,0.52,-0.92,12.7,None
1625.3,59.2,40.7,88.1,29.31,0.15,0.85,20.6,None
2535.0,88.2,23.5,89.5,45.84,1.2,-0.37,14.8,None
1870.1,62.9,30.7,91.4,33.58,-1.16,-0.16,19.9,None
2989.1,103.8,42.0,92.7,54.03,1.43,-0.42,26.7,None
1281.3,44.6,24.3,94.1,22.8,-0.44,-0.27,13.2,None
1261.6,34.6,73.2,91.0,17.86,-0.73,-0.7,21.5,P0300
1580.0,58.3,49.5,94.4,28.37,-1.26,0.01,24.7,None
1667.9,49.1,86.4,92.8,27.46,1.5,0.51,29.3,P0300
2017.0,61.6,62.3,90.6,32.85,-0.4,0.51,13.3,P0300
2653.0,93.8,44.9,88.5,48.14,-0.88,-0.38,23.9,None
1590.8,58.9,18.8,89.6,28.18,1.04,0.1,16.5,None
2189.2,79.8,40.1,124.5,39.57,-0.98,-0.01,21.0,P0117
3188.8,113.1,37.3,92.8,57.36,-0.05,-0.47,21.1,None
1533.5,56.1,22.0,94.8,27.4,1.1,0.76,13.3,None
3079.7,103.1,46.7,90.6,55.72,0.68,-0.01,27.6,None
1250.6,43.9,23.1,94.2,22.33,0.95,0.14,18.4,None
1400.8,51.3,43.0,94.8,25.29,-0.23,0.49,27.5,None
1289.0,42.8,45.1,93.9,22.84,-1.13,-0.43,27.3,None
2641.1,100.3,82.2,91.2,52.12,-1.14,-0.28,28.2,P0300
2865.1,98.8,35.8,95.3,51.89,1.93,-0.97,22.4,None
844.5,32.5,43.4,93.1,14.83,0.62,0.66,26.4,None
1239.6,42.5,15.5,88.5,22.56,1.17,0.57,14.1,None
1420.3,53.9,28.7,90.4,25.67,-1.6,0.83,15.1,None
800.8,26.0,83.4,89.5,14.12,-1.71,0.94,26.4,P2463
2730.1,96.9,24.7,88.3,49.43,0.01,-0.27,14.9,None
857.9,33.4,40.7,91.7,15.25,0.05,0.89,23.8,None
2720.3,95.0,20.9,90.9,49.41,-0.42,-1.0,13.8,None
1914.6,64.6,36.2,90.4,34.11,18.45,14.36,19.5,P0171
1183.8,44.5,91.7,94.1,21.41,-0.73,-0.54,30.2,P2463
2100.0,45.0,82.7,91.3,39.3,1.5,-1.0,29.2,P2463
2455.0,89.5,23.7,92.5,43.75,0.56,-0.21,16.9,None
1785.2,58.5,52.0,94.1,32.35,-0.81,-0.09,29.6,None
2819.4,101.4,17.8,88.0,50.99,1.45,-0.93,15.4,None
2012.6,68.4,33.8,89.0,36.07,-0.3,-0.78,18.4,None
1130.4,41.1,83.8,91.2,20.77,0.0,0.74,24.5,P2463
869.0,26.1,30.7,94.1,16.08,1.18,0.08,17.7,None
919.1,29.3,36.5,94.7,16.06,-1.88,0.93,24.3,None
902.1,33.4,31.6,94.7,15.77,1.08,0.21,18.5,None
798.3,29.0,27.9,93.9,14.56,24.15,12.07,17.7,P0171
2503.8,83.0,48.4,89.4,44.87,1.42,-0.04,24.2,None
1592.2,52.6,48.8,93.3,28.81,0.55,-0.72,28.2,None
1663.6,62.8,39.2,93.4,30.44,0.32,-0.75,22.0,None
1764.1,45.0,80.2,92.1,31.66,0.69,0.17,28.5,P2463
1054.8,41.1,19.2,95.8,18.92,-0.86,-0.52,11.1,None
3105.5,107.7,44.3,92.9,56.22,1.91,-0.51,26.0,None
764.4,23.3,18.1,88.2,14.12,1.45,0.19,12.4,None
2201.4,80.7,52.8,91.3,39.29,1.11,0.31,27.4,None
2324.1,83.0,53.7,93.5,9.17,-1.9,0.5,30.5,P0101
1990.0,65.3,49.8,92.9,35.8,-0.28,0.8,26.2,None
1032.4,31.9,74.7,90.1,14.66,0.06,-0.9,21.6,P0300
2779.0,96.9,25.3,93.5,49.53,-1.19,-0.28,18.4,None
934.2,28.6,15.5,94.8,3.71,-1.99,0.77,14.5,P0101
1754.3,45.0,75.0,90.9,31.99,1.67,0.14,11.1,P2463
2601.7,95.9,28.3,92.1,47.01,-0.94,-0.09,16.3,None
1342.9,43.0,17.2,92.7,23.77,-1.36,0.4,14.9,None
1865.2,60.5,53.5,95.8,33.53,-1.94,0.11,28.6,None
1482.6,56.9,20.1,88.1,26.73,1.8,-0.58,12.5,None
2603.7,93.0,22.4,94.0,47.21,-1.81,0.67,12.3,None
1344.3,47.9,39.0,91.6,24.17,1.52,-0.86,23.1,None
1090.7,49.4,82.3,95.3,24.29,1.11,0.43,29.9,P0300
1098.0,41.8,51.6,95.2,19.82,-1.18,-0.06,26.4,None
2094.8,75.5,42.2,93.6,8.41,1.69,-0.18,22.2,P0101
2536.3,91.5,42.4,92.5,10.02,0.55,-0.52,22.2,P0101
1807.1,64.2,53.3,93.8,32.35,-0.34,-0.21,29.9,None
1351.3,44.6,26.8,94.8,24.59,-0.35,0.91,20.0,None
1758.1,53.1,81.8,90.7,26.19,-0.27,-0.34,26.7,P0300
2280.7,79.6,55.7,91.6,38.67,1.63,0.4,13.2,P0300
890.9,33.8,20.9,94.7,16.37,-0.84,0.81,15.2,None
1461.6,53.5,20.6,91.2,26.09,1.72,-0.75,14.4,None
1029.5,31.5,15.4,92.6,18.38,15.9,17.64,11.6,P0171
2803.2,104.3,75.6,94.2,52.46,-0.68,0.2,28.1,P0300
2814.2,102.2,50.8,89.9,50.99,-0.47,0.7,26.5,None
1036.8,37.6,47.4,88.9,18.22,-0.99,0.7,25.0,None
2563.2,94.7,53.1,88.9,45.7,1.1,-0.9,27.9,None
1726.3,59.7,28.6,92.8,31.33,-1.77,-0.96,20.1,None
2939.6,103.3,51.5,92.5,53.13,-0.76,-0.61,29.8,None
1022.8,38.3,42.6,92.5,18.25,0.52,-0.32,25.3,None
2772.1,94.5,30.9,94.6,49.96,-1.62,-0.56,20.0,None
989.1,36.3,22.1,89.5,17.4,1.16,0.61,17.3,None
2360.6,82.0,47.1,89.4,42.68,0.41,-0.02,28.7,None
2504.3,84.0,52.4,95.9,10.13,1.79,0.08,29.6,P0101
2135.7,73.5,45.0,93.1,38.9,0.0,0.29,25.2,None
2817.1,95.4,17.6,92.2,50.7,0.45,-0.43,12.1,None
794.7,32.0,49.6,89.4,14.51,-1.31,-0.67,24.8,None
1280.3,41.2,54.5,90.0,22.55,0.02,0.27,32.3,None
1563.7,57.6,79.0,95.3,32.22,-0.91,-0.73,30.2,P0300
2045.8,70.3,28.3,90.4,36.73,-1.1,-0.61,20.5,None
2960.2,105.5,37.3,95.4,53.23,1.4,0.51,20.8,None
2944.1,98.6,44.6,89.0,11.86,-1.46,0.56,24.5,P0101
1181.3,43.7,30.5,95.7,20.87,1.71,-0.28,16.2,None
1560.0,55.6,37.6,88.1,28.2,-1.59,-0.27,24.6,None
1505.6,54.5,43.4,92.2,5.96,0.72,0.01,26.3,P0101
3113.4,111.2,15.1,95.9,55.92,0.26,0.37,9.5,None
2222.0,79.0,38.4,95.7,39.69,1.72,-0.64,21.1,None
1677.2,56.4,26.9,89.0,30.32,24.01,16.31,15.0,P0171
3036.7,106.2,27.5,92.1,54.84,1.45,-0.82,20.2,None
1149.5,37.5,19.5,91.3,20.39,0.89,0.13,13.1,None
1091.8,29.7,59.4,88.9,17.92,0.85,0.1,19.7,P0300
1255.6,40.4,39.4,88.8,22.17,1.09,-0.14,24.3,None
2551.0,89.2,47.8,95.7,45.64,0.71,0.94,27.3,None
1979.8,73.2,34.6,93.8,35.6,0.21,0.52,21.8,None
1632.3,56.2,26.5,92.0,29.49,-1.73,0.03,19.7,None
2323.5,76.6,54.0,94.7,41.93,1.13,-0.53,27.0,None
1698.2,62.7,28.4,90.7,6.65,-0.56,0.16,17.0,P0101
1655.0,58.9,50.4,92.5,29.97,0.62,-0.44,30.0,None
1088.6,38.5,21.2,123.9,19.58,1.15,-0.91,12.1,P0117
1077.7,38.2,27.3,89.1,19.9,1.53,0.93,17.8,None
970.4,30.1,27.6,93.1,17.89,0.21,-0.75,17.9,None
2348.6,85.3,50.5,89.2,42.74,-0.7,-0.65,26.2,None
2780.7,101.2,72.5,89.1,53.93,1.91,-0.61,21.4,P0300
2240.7,79.5,28.3,88.3,40.76,0.67,-0.38,19.2,None
2536.1,91.5,44.9,89.5,46.09,1.89,0.68,26.8,None
1445.4,54.2,18.3,92.5,25.8,1.38,-0.24,13.0,None
3200.2,104.1,88.3,95.8,55.53,0.21,0.38,29.2,P0300
850.1,31.6,15.4,90.4,15.05,-1.18,-0.65,11.7,None
2504.4,84.8,22.3,94.8,45.17,1.35,-0.48,15.8,None
2729.7,94.4,18.9,94.9,49.09,22.87,14.03,11.9,P0171
1430.8,49.4,25.7,90.5,25.79,-1.55,-0.34,18.9,None
1648.5,52.8,17.3,93.7,29.51,1.47,-0.09,11.4,None
1799.8,61.6,49.2,94.8,32.78,1.59,0.96,28.2,None
1756.6,66.2,51.9,88.7,31.88,0.13,-0.29,28.6,None
1169.0,39.9,36.6,92.5,21.08,-0.63,-0.57,20.5,None
3023.2,107.4,34.6,91.4,53.96,-0.76,0.07,23.5,None
2673.6,95.7,17.4,91.6,48.05,0.75,-0.39,10.5,None
1230.5,44.6,31.5,89.8,21.95,-0.31,0.07,18.7,None
1822.4,68.1,35.6,94.1,7.22,1.35,0.95,24.1,P0101
2040.8,67.1,33.8,92.9,36.72,-1.91,0.68,18.6,None
820.7,23.7,43.8,90.8,14.44,-0.5,0.93,23.0,None
807.7,29.9,30.5,89.1,14.08,-0.17,0.23,18.9,None
2832.1,95.4,43.4,92.7,50.51,-0.89,-0.71,22.6,None
1593.1,54.7,50.0,91.7,28.69,1.81,-0.28,29.3,None
1437.6,53.6,50.9,92.3,26.0,1.52,-0.86,28.0,None
1231.4,40.6,30.7,88.0,22.06,-0.12,0.48,20.5,None
