CAR_MODEL,YEAR,ENGINE_RPM,VEHICLE_SPEED,ENGINE_LOAD,COOLANT_TEMP,MAF_GRAMS_SEC,SHORT_TERM_TRIM,LONG_TERM_TRIM,THROTTLE_POS,TROUBLE_CODES
Tata Sierra,2020,3382.4,124.9,47.7,87.3,63.54,-1.78,-1.68,26.6,None
Maruti Suzuki Alto,2015,2000.0,40.0,81.5,89.2,54.04,-2.6,2.2,34.6,P2463
Volkswagen Taigun,2023,1990.9,77.3,98.1,85.8,36.05,-0.84,-2.46,27.2,P0300
Mahindra XUV700,2016,3135.5,114.8,55.0,95.9,59.09,0.49,0.32,33.0,None
Maruti Suzuki Vitara Brezza,2016,2929.8,102.4,24.5,132.1,55.44,-2.0,-0.52,19.7,P0117
Mahindra Bolero,2016,1128.8,57.1,91.7,87.1,26.28,0.95,1.72,30.3,P0300
Honda Amaze,2021,945.1,28.2,33.1,94.8,17.37,3.93,-1.3,22.7,None
Maruti Suzuki Celerio,2017,1519.2,53.1,42.3,116.9,28.68,0.73,0.54,34.3,P0117
Renault Kwid,2018,3195.6,131.4,57.4,87.1,61.07,3.29,-1.26,35.9,None
Mahindra XUV700,2016,1357.1,56.6,59.9,85.2,25.26,1.89,-2.16,40.6,None
Tata Tigor,2024,3163.9,112.6,11.5,87.5,60.32,-3.16,-0.86,13.9,None
Hyundai Venue,2019,1541.1,67.1,46.9,94.7,29.98,-1.45,-1.76,36.0,None
Tata Altroz,2021,993.3,39.9,49.8,88.6,19.39,1.6,-0.59,38.7,None
MG Hector,2015,1734.6,82.0,88.6,89.7,37.58,-1.01,-1.39,30.7,P0300
Maruti Suzuki Baleno,2021,3479.3,131.0,41.6,90.4,65.54,-2.12,-1.08,30.6,None
Mahindra XUV700,2022,2436.5,99.2,11.9,94.9,45.51,-3.37,-0.56,13.9,None
Mercedes-Benz GLC,2024,714.9,17.7,32.7,97.4,13.92,1.0,-1.15,30.8,None
Maruti Suzuki Alto,2015,2383.9,91.2,26.0,94.2,45.27,1.94,-0.31,18.2,None
Tata Nexon,2021,798.9,39.6,19.7,86.6,15.06,-2.12,-2.05,16.0,None
Volkswagen Taigun,2022,713.7,31.6,87.4,93.9,13.2,3.42,0.92,38.9,P2463
BMW X5,2018,2287.5,90.2,37.4,95.5,42.98,-0.21,-0.92,27.3,None
Maruti Suzuki Celerio,2016,3435.8,123.9,58.0,89.3,65.87,-2.57,2.0,39.8,None
Skoda Kushaq,2020,2708.9,106.0,20.0,98.0,50.7,0.43,-2.02,19.3,None
Maruti Suzuki Alto,2020,3305.6,124.5,59.8,89.8,63.2,-1.63,0.28,34.2,None
Maruti Suzuki Dzire,2017,1430.9,52.2,38.1,93.0,27.42,25.34,17.42,25.8,P0171
Maruti Suzuki Vitara Brezza,2021,1015.1,43.5,31.8,92.4,19.53,1.99,1.66,30.1,None
Toyota Urban Cruiser,2017,926.4,38.7,45.7,93.2,17.23,-1.83,-0.24,32.8,None
Skoda Slavia,2017,3370.1,131.1,50.0,94.9,64.68,-3.11,-2.02,33.5,None
Mahindra Marazzo,2015,1938.1,40.0,93.0,90.1,36.67,-1.58,0.39,18.5,P2463
Toyota Glanza,2023,1221.3,40.0,90.1,92.6,23.38,-1.4,-0.7,35.8,P2463
Tata Harrier,2016,2000.0,40.0,95.2,92.5,60.66,-2.33,2.44,24.6,P2463
Mahindra Bolero,2023,1212.4,45.8,40.2,120.2,23.14,1.64,-2.84,22.5,P0117
Tata Nexon,2022,2741.8,111.7,55.8,97.1,52.47,3.3,-0.42,35.1,None
Tata Altroz,2016,1666.3,58.7,19.2,87.2,31.17,-3.61,0.55,12.6,None
Tata Harrier,2018,1151.4,47.6,13.8,95.3,21.28,2.82,-0.43,16.4,None
Maruti Suzuki Swift,2019,2254.5,75.8,18.4,95.6,43.44,3.21,-0.94,23.0,None
Mercedes-Benz GLC,2015,3395.4,120.8,30.9,93.5,64.12,-1.84,-2.12,18.1,None
Tata Tigor,2018,2454.1,95.4,57.4,93.8,46.46,3.17,-0.93,33.3,None
Kia Sonet,2018,2439.5,84.8,28.6,94.3,46.53,0.28,2.26,22.2,None
Skoda Slavia,2019,1948.9,82.4,40.0,90.3,37.35,-1.79,1.36,32.3,None
Kia Sonet,2024,3075.9,111.3,52.5,89.0,59.14,-0.34,0.58,36.2,None
Toyota Fortuner,2017,2077.7,82.8,32.9,92.7,39.69,-3.72,-1.71,28.6,None
Hyundai i20,2015,803.9,42.7,81.7,87.3,19.53,-0.52,-2.95,28.7,P0300
Hyundai Alcazar,2020,1034.3,34.1,28.5,85.7,20.41,-0.12,-1.21,18.7,None
Maruti Suzuki Swift,2019,2691.3,110.4,59.0,95.8,7.88,-0.0,1.53,40.2,P0101
MG Hector,2018,2523.3,96.3,35.5,93.6,47.5,-1.08,0.35,29.3,None
Hyundai Tucson,2017,1609.5,57.7,24.0,88.7,29.9,2.32,-2.98,21.9,None
Mercedes-Benz GLC,2024,1169.3,52.5,48.0,86.8,21.94,1.68,2.69,31.2,None
Tata Tiago,2016,1066.9,58.9,91.8,87.5,24.73,3.25,-1.76,32.3,P0300
Kia Seltos,2022,2339.4,88.8,47.9,90.0,44.59,-3.09,2.14,35.4,None
Tata Tigor,2021,2426.4,100.0,11.7,86.5,46.18,0.34,2.9,8.6,None
Tata Altroz,2018,2592.3,108.2,21.3,89.1,49.44,3.59,1.21,21.5,None
Kia Sonet,2021,1266.0,48.4,54.4,90.9,23.89,1.07,0.8,32.3,None
Volkswagen Taigun,2015,2841.6,101.5,45.9,97.6,53.57,22.07,19.49,29.4,P0171
Mahindra XUV700,2020,3073.8,118.5,51.3,87.5,9.16,-2.48,0.59,37.8,P0101
Mahindra XUV300,2023,265.3,26.1,101.2,93.4,14.68,-1.42,1.62,38.3,P0300
Honda Amaze,2017,720.3,25.7,29.4,95.5,14.08,21.46,17.59,21.9,P0171
Skoda Slavia,2017,1240.7,48.3,40.0,91.0,23.86,0.39,2.15,27.2,None
Hyundai Venue,2022,1527.4,65.2,32.7,87.1,28.94,-1.29,2.7,19.3,None
Maruti Suzuki Baleno,2024,1020.6,42.2,13.8,86.0,18.76,2.05,1.98,14.9,None
Tata Sierra,2022,3149.9,121.1,31.7,91.6,59.19,18.0,17.68,20.6,P0171
Honda Amaze,2017,3405.5,126.4,36.9,124.4,65.43,-0.9,-2.01,28.6,P0117
Volkswagen Virtus,2019,1508.9,57.9,81.4,88.6,31.16,-1.0,-1.77,33.4,P0300
Hyundai i20,2019,3311.6,125.9,52.8,86.7,63.54,26.52,19.47,32.7,P0171
Tata Altroz,2019,1648.5,53.8,48.9,94.5,30.65,1.23,-1.16,26.7,None
MG Astor,2017,2315.9,81.4,40.6,91.3,43.65,1.71,2.32,24.0,None
Mahindra XUV700,2019,874.9,30.4,50.2,94.0,16.56,-3.26,1.74,29.7,None
Skoda Slavia,2017,2410.6,84.3,45.7,96.0,46.08,-0.38,-0.59,34.3,None
Tata Safari,2024,1922.5,73.7,45.7,94.1,36.22,2.76,-1.23,27.7,None
Jeep Compass,2019,2849.2,99.7,39.2,86.5,53.59,-3.91,0.81,24.7,None
Kia Seltos,2019,1643.0,55.4,43.5,95.3,30.69,2.19,2.2,31.1,None
Renault Kwid,2020,3417.4,125.4,33.9,90.2,10.41,3.14,0.93,24.2,P0101
Tata Harrier,2023,2733.2,102.5,33.2,97.8,51.54,0.34,-2.9,18.7,None
Maruti Suzuki Ertiga,2015,1554.1,57.6,25.1,91.9,4.53,1.96,-0.03,15.3,P0101
Nissan Magnite,2016,2810.3,102.3,45.5,96.9,53.58,27.45,19.23,35.7,P0171
Maruti Suzuki Ertiga,2015,3249.4,131.3,34.1,95.4,61.73,3.51,-2.61,29.8,None
Maruti Suzuki Dzire,2022,1844.9,69.8,20.5,95.8,34.75,-3.77,-1.19,12.8,None
Maruti Suzuki Swift,2021,2178.0,77.8,42.1,88.3,41.21,-2.71,-0.03,29.3,None
Kia Seltos,2020,2613.5,107.1,19.9,95.4,50.33,0.92,2.3,18.5,None
MG Astor,2023,2915.5,101.1,24.5,85.6,54.97,2.01,2.29,23.8,None
Hyundai Venue,2019,3273.2,126.8,11.1,85.9,62.41,-0.59,0.15,10.2,None
Ford EcoSport,2024,2553.5,96.2,43.4,95.9,48.39,3.2,-0.8,36.1,None
Hyundai Tucson,2024,2439.5,91.2,23.6,85.8,46.95,2.46,0.12,25.1,None
Tata Tiago,2023,3232.1,127.4,12.8,128.7,62.17,-1.26,-0.6,13.1,P0117
Kia Seltos,2016,3375.6,137.1,36.4,93.9,64.94,0.3,0.5,28.9,None
Mahindra Marazzo,2022,1256.0,42.2,49.7,86.6,3.73,-0.23,-2.48,34.4,P0101
MG Astor,2022,1518.5,66.0,26.9,94.8,28.73,-1.46,0.86,26.0,None
Tata Safari,2016,2043.0,76.7,53.9,125.0,38.04,-1.34,1.87,41.6,P0117
Honda City,2017,3285.0,119.2,34.8,95.9,9.87,-0.83,-2.39,26.0,P0101
Tata Tigor,2015,2306.4,91.6,15.4,133.6,43.05,2.23,-2.97,20.8,P0117
BMW X5,2023,2857.9,102.5,38.1,90.0,54.53,1.19,-2.31,33.8,None
Jeep Compass,2016,2741.8,110.8,16.8,128.6,52.76,1.08,1.5,13.0,P0117
MG Hector,2021,1324.8,43.4,23.4,93.2,25.08,0.25,-1.18,20.6,None
Mercedes-Benz GLC,2021,3221.8,126.6,46.3,91.1,60.5,21.84,19.33,26.7,P0171
Toyota Urban Cruiser,2015,3305.9,115.7,19.2,85.8,62.59,0.24,1.19,16.5,None
Honda Amaze,2022,2725.8,93.8,14.4,97.8,8.23,1.19,-2.84,21.7,P0101
Skoda Slavia,2021,2000.0,40.0,80.4,94.8,44.4,3.93,1.12,19.5,P2463
Maruti Suzuki Baleno,2016,1469.3,40.0,95.6,92.3,28.34,2.49,-2.72,29.8,P2463
Honda Amaze,2022,2336.7,80.8,26.2,86.9,44.39,2.06,1.18,20.7,None
Maruti Suzuki Celerio,2015,531.3,47.6,103.8,92.6,19.56,0.58,-1.83,30.9,P0300
Maruti Suzuki Ertiga,2022,2742.7,111.1,24.0,91.3,52.82,-1.82,0.0,24.0,None
Hyundai Verna,2024,3496.1,133.6,42.4,92.6,66.31,-2.79,2.87,29.6,None
Kia Seltos,2018,2028.2,74.7,48.3,120.5,38.94,1.84,2.92,33.4,P0117
Renault Kiger,2023,1555.4,40.0,91.1,89.9,29.84,-2.13,2.51,36.6,P2463
Hyundai Tucson,2018,1348.3,40.0,89.5,94.9,26.23,1.3,1.89,38.7,P2463
MG Hector,2023,1677.0,55.9,41.4,95.6,4.98,3.56,-2.43,26.8,P0101
Renault Kiger,2016,1104.3,51.4,53.0,95.0,21.54,2.2,-2.01,36.8,None
Ford EcoSport,2019,723.8,20.0,30.0,91.6,13.45,-3.34,-0.97,18.9,None
Skoda Kushaq,2016,2041.7,74.6,58.6,87.7,39.06,2.79,-2.49,41.7,None
Mahindra Scorpio-N,2024,1421.1,40.0,98.9,88.7,26.23,-1.52,1.93,18.0,P2463
Volkswagen Virtus,2016,1653.4,53.2,42.1,97.0,31.03,1.61,-1.87,34.3,None
BMW X5,2020,2598.0,104.1,22.8,91.1,49.14,-0.8,2.65,17.0,None
Tata Sierra,2018,1054.9,39.4,34.3,87.4,3.29,1.33,0.88,26.3,P0101
Renault Kwid,2019,1850.5,74.1,23.4,87.1,35.78,2.79,-2.39,21.8,None
Tata Punch,2021,2626.6,107.9,35.3,97.5,49.46,-2.72,-2.27,28.3,None
Maruti Suzuki Ertiga,2020,3035.1,111.2,24.8,89.9,56.95,0.18,-0.43,26.7,None
Renault Kiger,2023,2629.5,96.3,49.7,95.1,49.57,1.3,-0.4,37.2,None
Ford EcoSport,2020,1209.9,50.9,17.8,85.8,22.96,1.67,-0.73,21.4,None
Volkswagen Taigun,2024,1842.5,80.0,21.8,95.7,34.21,27.07,22.71,17.3,P0171
Toyota Innova Hycross,2024,1700.0,72.4,45.2,86.6,4.97,-0.56,-1.12,33.2,P0101
Maruti Suzuki Alto,2023,2101.3,70.8,50.8,94.7,39.18,-3.21,1.09,37.3,None
Hyundai Verna,2020,2408.6,86.5,48.6,94.4,46.21,0.05,-0.99,28.8,None
Tata Nexon,2017,1206.5,38.3,35.2,96.4,22.99,-3.34,1.37,28.3,None
Jeep Compass,2017,3185.4,125.1,35.3,88.6,61.24,2.53,-1.77,28.7,None
Ford EcoSport,2020,3028.9,109.5,37.1,97.3,57.38,-1.26,-1.12,22.7,None
Mahindra XUV700,2020,1207.4,37.5,55.8,89.8,23.2,2.9,-0.19,32.3,None
Maruti Suzuki WagonR,2015,1703.6,55.9,33.6,128.6,33.09,3.51,-2.73,20.3,P0117
Toyota Glanza,2019,1284.5,47.3,45.2,97.4,24.75,29.37,21.12,30.3,P0171
Hyundai Venue,2017,2000.0,40.0,84.8,85.4,61.2,-0.42,-1.76,30.9,P2463
Mahindra Bolero,2018,3054.9,122.5,22.4,90.3,58.58,-0.24,-2.77,20.6,None
Mahindra XUV700,2017,1403.2,40.0,89.1,90.1,26.95,-3.86,-0.69,20.8,P2463
Volkswagen Virtus,2018,1385.9,53.1,23.0,92.6,27.04,-1.06,-0.31,26.0,None
Skoda Slavia,2016,2312.1,82.8,25.6,92.8,44.14,0.61,-1.88,19.2,None
Tata Safari,2017,3080.5,119.4,49.1,96.0,9.24,-1.24,1.19,38.1,P0101
Tata Harrier,2021,2104.4,81.5,15.9,90.7,39.99,18.48,23.55,19.1,P0171
Maruti Suzuki WagonR,2017,3691.2,115.4,106.4,92.9,62.83,-0.26,0.35,41.7,P0300
Toyota Fortuner,2023,2000.0,40.0,99.3,91.9,39.82,0.24,-0.09,27.0,P2463
Audi Q5,2024,1045.8,40.0,85.7,97.2,19.85,-0.05,2.24,25.4,P2463
Toyota Innova Hycross,2019,1955.6,64.7,24.1,91.4,37.68,3.25,0.08,25.2,None
Kia Seltos,2022,1303.0,74.5,56.6,92.6,34.05,1.04,2.55,9.8,P0300
Tata Tiago,2019,806.4,24.9,51.2,93.5,14.61,-2.33,2.98,35.8,None
Jeep Compass,2019,797.1,23.8,22.9,85.5,2.4,3.79,-2.58,19.8,P0101
Hyundai Tucson,2017,1475.6,58.2,44.7,90.8,28.37,-2.43,-0.24,30.2,None
Maruti Suzuki Swift,2021,2585.8,95.0,45.0,90.6,48.53,-1.27,0.35,27.2,None
Maruti Suzuki WagonR,2020,2107.8,90.0,32.2,90.8,6.3,-3.38,-0.55,26.8,P0101
Toyota Glanza,2019,2395.7,85.8,54.3,86.2,46.0,-2.94,2.94,34.3,None
MG Hector,2016,3413.0,135.4,40.3,93.3,64.96,1.16,-2.19,32.5,None
Renault Kwid,2022,3208.8,113.7,43.7,92.1,61.4,3.3,0.33,27.0,None
MG Astor,2017,1201.2,47.5,36.4,87.5,23.49,0.11,-2.15,22.9,None
Hyundai i20,2024,2772.2,98.6,16.9,86.6,52.55,-1.27,2.77,16.5,None
Hyundai Creta,2017,1043.1,41.4,25.8,95.2,3.07,-3.32,1.03,16.1,P0101
Maruti Suzuki Ertiga,2021,2000.0,40.0,86.9,94.1,61.94,0.6,0.46,21.9,P2463
Tata Altroz,2024,1395.5,54.6,47.9,90.5,25.77,0.75,-2.22,33.8,None
Kia Sonet,2020,1439.1,47.5,58.4,89.1,4.39,2.8,-2.74,33.3,P0101
Honda City,2018,1171.9,51.4,25.9,90.0,22.05,-0.33,0.04,23.4,None
Ford Endeavour,2017,770.8,20.2,55.4,87.8,13.85,-2.26,0.12,42.0,None
Audi Q5,2024,3419.4,126.7,21.8,97.5,65.06,25.22,16.38,25.7,P0171
Toyota Urban Cruiser,2015,2000.0,40.0,97.7,94.4,47.87,-0.81,-1.32,32.2,P2463
Hyundai Tucson,2021,1629.6,65.2,45.4,95.0,30.28,-3.94,-2.44,29.9,None
Nissan Magnite,2022,1082.1,55.6,60.9,93.3,30.71,-1.83,2.15,19.6,P0300
Toyota Fortuner,2024,2960.9,104.1,44.7,126.0,55.69,2.24,-2.34,24.7,P0117
Honda Amaze,2024,2358.2,100.2,70.1,97.0,49.57,-3.3,1.89,13.1,P0300
Renault Kiger,2021,1702.8,40.0,94.0,94.9,31.64,2.38,-0.67,21.5,P2463
Hyundai Venue,2016,2196.3,85.7,28.7,94.2,42.0,26.15,22.14,18.2,P0171
Mahindra Bolero,2018,3042.9,113.0,20.9,121.1,58.03,-0.11,-2.71,15.9,P0117
Hyundai Verna,2020,2000.0,40.0,94.4,91.5,44.47,-2.02,1.82,28.4,P2463
Renault Kwid,2021,2647.4,90.7,16.3,90.2,7.93,0.52,-0.04,16.6,P0101
Honda Amaze,2015,2692.0,99.6,28.2,96.7,50.36,1.05,0.48,16.9,None
Maruti Suzuki Swift,2022,1471.1,50.8,54.1,90.4,25.79,3.47,-0.8,15.6,P0300
Hyundai i20,2016,2655.7,93.3,22.2,97.9,49.92,-2.42,0.68,16.1,None
Hyundai Creta,2023,3067.3,125.7,34.9,86.8,58.68,1.87,-0.44,24.8,None
Tata Nexon,2019,3329.5,130.8,41.6,92.2,63.15,-0.39,-2.16,27.5,None
Ford EcoSport,2020,3025.6,117.0,51.3,87.2,57.72,-3.35,1.97,30.0,None
Tata Sierra,2016,838.8,35.7,24.4,88.3,16.25,1.51,2.13,17.0,None
Renault Kwid,2018,2000.0,40.0,84.8,88.5,47.09,3.86,-0.08,13.9,P2463
Kia Seltos,2020,1625.1,52.1,50.3,87.1,30.55,-0.39,-0.79,29.1,None
Mahindra Thar,2020,2310.2,79.4,55.4,93.7,44.28,-1.49,1.7,32.3,None
Hyundai Tucson,2021,2664.7,102.9,13.1,93.6,8.11,1.19,-0.05,12.2,P0101
Tata Nexon,2021,1782.0,62.3,52.2,96.9,33.74,-0.06,2.78,33.6,None
Hyundai i20,2022,1127.9,34.6,119.1,94.0,14.93,0.09,-0.72,42.1,P0300
Mahindra XUV700,2022,1269.0,57.5,50.4,88.7,23.75,1.37,-1.31,28.8,None
Toyota Urban Cruiser,2021,917.5,42.4,17.7,85.7,2.82,-2.95,-0.75,21.5,P0101
Maruti Suzuki Alto,2015,1382.3,62.3,112.7,88.9,30.11,-0.55,1.83,43.9,P0300
Toyota Fortuner,2022,1537.9,57.4,30.8,85.8,28.85,2.85,2.75,23.2,None
Hyundai Alcazar,2022,1153.7,38.4,42.1,93.4,22.23,2.04,1.62,34.2,None
Ford EcoSport,2024,3344.5,131.3,32.4,127.4,62.88,2.2,2.61,23.9,P0117
Mahindra XUV300,2015,2742.8,105.5,52.0,91.7,52.88,1.13,-1.59,28.6,None
Mahindra XUV700,2020,781.1,35.5,56.4,95.6,14.13,-2.41,1.49,31.8,None
Maruti Suzuki Alto,2024,1557.8,50.9,29.9,87.4,29.54,2.26,-2.0,28.6,None
Tata Nexon,2020,2285.3,95.5,59.0,124.5,43.38,2.33,-1.35,44.3,P0117
MG Astor,2018,2418.4,98.1,22.2,88.0,45.85,2.02,1.6,21.6,None
Audi Q5,2018,667.0,39.1,73.7,93.7,21.67,-0.3,0.22,22.3,P0300
Volkswagen Virtus,2019,1258.6,48.5,30.3,95.2,23.3,0.23,-2.32,19.6,None
Kia Seltos,2021,1564.8,56.6,52.6,95.7,4.76,-1.83,-1.68,31.8,P0101
Tata Safari,2024,1230.9,40.0,93.3,93.7,23.52,-1.27,0.64,26.4,P2463
Mahindra XUV300,2016,2550.3,98.0,42.6,86.5,49.02,-2.54,0.03,31.2,None
Hyundai Verna,2015,1238.7,40.0,88.9,95.9,23.18,-2.17,2.31,42.0,P2463
Maruti Suzuki Ertiga,2020,1238.4,45.5,61.0,89.2,21.1,-0.58,0.62,14.8,P0300
Toyota Fortuner,2022,3121.3,118.1,36.0,91.7,59.21,1.79,1.33,24.9,None
Renault Kiger,2020,2454.3,90.1,23.5,87.1,46.84,-0.66,-1.99,20.5,None
Hyundai Venue,2018,919.5,39.3,18.0,86.5,17.14,-1.66,0.68,16.9,None
Hyundai Creta,2021,1444.6,56.0,56.2,88.0,28.05,29.69,18.86,35.6,P0171
Hyundai i20,2022,701.7,35.9,32.6,88.2,13.38,2.64,1.0,22.9,None
Maruti Suzuki Celerio,2018,1514.8,65.7,24.4,96.1,4.52,-0.84,1.87,23.1,P0101
Nissan Magnite,2020,994.4,40.0,46.4,97.3,18.47,1.78,2.93,35.2,None
Renault Kwid,2024,2000.0,40.0,97.0,89.9,45.05,-0.29,1.7,23.3,P2463
Ford Endeavour,2020,2086.2,83.7,17.9,92.4,39.66,1.61,1.03,19.6,None
Maruti Suzuki Baleno,2024,2642.9,104.9,45.5,87.4,49.86,2.09,-2.22,29.9,None
Nissan Magnite,2015,2572.9,96.6,29.0,89.2,49.32,0.67,2.15,23.7,None
Maruti Suzuki Swift,2015,2644.7,101.8,20.3,95.8,50.03,-2.02,0.99,23.8,None
Tata Altroz,2020,1407.1,45.5,40.8,97.5,26.9,0.73,0.51,26.5,None
Nissan Magnite,2019,2809.0,97.6,43.3,93.5,53.54,-1.55,2.22,35.8,None
Hyundai Venue,2017,3144.0,111.8,57.0,91.0,60.19,-3.87,-1.82,35.9,None
Honda City,2015,2910.5,113.6,10.5,86.2,54.59,-2.52,-1.77,14.0,None
Mahindra Thar,2021,2399.0,97.0,39.6,90.8,7.27,-0.38,-2.97,34.3,P0101
Volkswagen Virtus,2018,2467.6,101.8,59.0,95.5,7.46,2.32,-1.62,33.1,P0101
Hyundai Alcazar,2015,3354.4,127.1,57.0,88.4,64.23,-2.2,1.92,38.6,None
Volkswagen Virtus,2022,2665.2,109.4,18.0,88.6,8.0,1.34,1.53,21.0,P0101
Volkswagen Taigun,2023,2968.6,111.4,52.9,90.0,57.03,1.01,0.18,40.0,None
Kia Sonet,2023,1255.0,50.6,53.5,95.3,24.21,-0.99,2.94,41.7,None
Toyota Innova Hycross,2015,1587.6,54.4,57.7,88.9,30.26,1.08,0.64,32.0,None
Skoda Kushaq,2022,2491.7,98.0,27.9,97.3,47.0,-1.16,1.92,23.4,None
Honda Amaze,2023,898.4,32.7,56.3,117.4,17.77,-1.33,-2.83,31.6,P0117
Jeep Compass,2022,1433.9,40.0,90.5,88.2,27.29,3.72,0.01,29.5,P2463
Hyundai Verna,2020,3222.0,121.5,56.1,97.6,60.6,1.99,-2.65,37.0,None
Volkswagen Virtus,2021,2736.3,110.2,57.7,129.5,51.76,-0.62,-0.58,33.4,P0117
Toyota Innova Hycross,2015,2008.6,86.3,11.7,95.9,38.62,-2.66,0.02,12.7,None
Mahindra Scorpio-N,2021,1037.7,37.5,48.8,87.9,19.38,1.66,2.44,32.8,None
MG Hector,2020,1097.2,50.7,59.3,94.0,20.7,-0.55,0.89,39.7,None
Volkswagen Taigun,2018,2318.5,80.3,17.9,90.2,43.85,-3.18,-0.22,14.6,None
Tata Punch,2015,1424.8,44.8,46.6,134.2,27.17,-3.94,-0.28,29.8,P0117
Nissan Magnite,2023,1774.9,62.4,41.0,86.5,33.03,-0.27,-0.67,27.1,None
Mercedes-Benz GLC,2023,1976.7,81.8,36.2,91.6,37.59,2.63,-1.35,23.5,None
Maruti Suzuki Vitara Brezza,2015,3335.4,136.1,22.2,122.2,63.2,-2.54,0.6,21.1,P0117
Mahindra Marazzo,2017,917.5,36.1,80.7,85.7,17.55,1.28,0.71,23.4,P2463
Hyundai i20,2022,2736.5,110.3,52.0,86.8,8.38,2.08,0.62,35.7,P0101
Toyota Innova Hycross,2017,3004.7,112.3,24.2,96.1,57.67,0.21,2.89,16.5,None
Skoda Slavia,2023,2000.0,40.0,83.7,85.3,48.66,1.03,-0.97,19.0,P2463
Tata Safari,2015,2710.6,110.6,31.2,96.1,51.5,-2.39,-1.93,26.6,None
Renault Kwid,2022,1331.6,40.0,85.3,91.5,24.84,-1.39,-0.75,24.1,P2463
Mahindra Thar,2018,1875.3,63.8,53.0,91.2,36.4,-2.31,1.16,33.7,None
Maruti Suzuki Dzire,2022,2388.2,82.1,51.8,93.4,45.23,20.32,20.21,31.7,P0171
Mahindra Scorpio-N,2023,1024.0,45.3,19.8,85.3,19.42,-0.66,2.59,24.6,None
Maruti Suzuki Swift,2023,3393.4,125.6,53.9,93.1,64.45,3.81,-1.14,36.2,None
Tata Safari,2019,2106.8,72.3,56.3,96.2,40.35,0.25,1.66,31.9,None
Nissan Magnite,2019,1898.9,81.7,15.8,90.2,36.4,0.43,-0.51,13.8,None
Tata Nexon,2024,2304.4,94.4,45.4,97.1,43.62,2.31,1.05,26.4,None
Kia Carens,2017,3440.5,131.4,17.7,91.6,64.94,-1.37,-0.71,21.3,None
Ford EcoSport,2018,2006.8,69.2,40.8,94.4,38.87,3.29,-0.65,32.2,None
Maruti Suzuki WagonR,2016,2960.8,105.7,82.4,95.5,49.48,-3.71,2.57,27.3,P0300
Tata Punch,2015,2814.3,102.0,11.1,97.6,54.19,3.97,-2.35,11.6,None
Hyundai Venue,2017,1707.0,56.1,33.2,91.5,33.08,20.2,23.24,31.1,P0171
Skoda Slavia,2024,3226.4,125.9,25.6,89.8,60.89,-2.61,0.05,18.2,None
Tata Safari,2015,2675.8,108.4,25.6,92.7,50.62,1.95,2.63,16.1,None
Renault Kwid,2019,1980.5,80.3,31.2,86.0,38.16,2.0,-1.14,20.9,None
Kia Seltos,2018,1995.5,66.5,11.8,93.4,37.14,-2.45,0.67,12.4,None
Tata Punch,2019,932.0,34.5,36.9,125.0,18.07,2.45,2.19,31.8,P0117
MG Hector,2019,2757.6,107.8,33.6,115.8,52.8,3.64,2.98,21.9,P0117
Ford EcoSport,2023,2744.6,112.8,44.8,93.6,52.23,-0.97,-1.07,25.0,None
Mahindra Thar,2021,2077.1,80.2,50.6,89.4,6.28,-2.54,0.69,34.5,P0101
Kia Seltos,2023,1872.3,76.2,58.2,94.1,35.03,3.85,0.57,36.9,None
Volkswagen Virtus,2021,1535.6,60.6,18.8,85.6,29.16,1.26,-2.44,22.5,None
Ford EcoSport,2015,2459.1,98.5,33.2,86.4,47.28,-2.02,1.59,25.1,None
Toyota Glanza,2016,2094.2,81.4,28.1,134.6,40.29,2.55,1.04,22.8,P0117
Kia Seltos,2020,2177.2,89.1,41.9,91.9,41.69,-0.88,-1.37,23.2,None
Hyundai Venue,2021,1526.4,43.0,73.7,88.9,21.85,0.41,-0.61,28.8,P0300
Mahindra Bolero,2022,1600.2,59.1,46.1,97.4,4.8,3.79,0.1,27.1,P0101
Ford Endeavour,2019,2350.2,88.2,59.4,87.8,43.92,3.01,0.13,35.0,None
Tata Safari,2020,1890.3,67.5,42.9,96.6,5.72,0.76,-0.22,27.4,P0101
BMW X5,2018,3311.5,124.9,36.5,90.0,63.65,2.43,2.68,21.3,None
MG Hector,2024,728.3,31.4,26.7,85.1,13.93,1.09,2.14,26.2,None
Jeep Compass,2024,3063.3,125.8,51.7,95.2,58.42,0.75,0.81,28.2,None
Kia Sonet,2017,799.3,31.8,24.6,89.0,15.06,-0.57,0.85,23.8,None
Mercedes-Benz GLC,2024,3165.6,112.8,23.6,87.2,9.66,-2.31,-0.49,17.5,P0101
Toyota Glanza,2017,2541.0,89.6,52.1,93.3,48.86,3.14,2.85,32.1,None
Maruti Suzuki Baleno,2015,2346.0,88.0,50.1,92.3,44.45,-2.38,-2.8,27.2,None
Volkswagen Taigun,2019,784.4,24.7,37.5,85.7,15.49,-0.78,-2.25,32.5,None
Maruti Suzuki Swift,2015,961.3,34.3,55.3,91.6,18.45,-0.09,-0.6,30.1,None
Jeep Compass,2020,1141.2,41.6,54.3,87.5,21.77,-0.77,-0.15,35.0,None
Tata Sierra,2016,861.2,29.2,18.6,86.4,15.64,-0.58,2.93,22.7,None
Tata Harrier,2015,2972.0,110.7,23.6,95.5,57.0,-0.94,1.21,17.0,None
Volkswagen Taigun,2021,1629.4,64.2,42.3,92.7,31.22,3.38,-0.93,24.1,None
